title,date,description,amount,hours,subtotal,discount,rate,rate_ptm,rate_nm,rate_wkn,rate_wkd,rate_wth,rate_ftm,omi,east_oak,down,atrium,broadway,meditation,west_oak,jingletown,up,kitchen,meridian,fdd,rcd,hdd,fd,pd,mrd
2121 OakMetroChamberofCommerce,,,RATE: Full Time Member Weekday Rate - Founder Discount,,,,Full Time Member Weekday Rate - Founder Discount,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2121 OakMetroChamberofCommerce,2014-09-16,Standard Janitorial Fee,250,Flat Fee,250,,Full Time Member Weekday Rate - Founder Discount,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2121 OakMetroChamberofCommerce,2014-09-16,On Broadway,180,4.5,810,,Full Time Member Weekday Rate - Founder Discount,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2121 OakMetroChamberofCommerce,2014-09-16,Set Up & Break Down,50,2.5,125,,Full Time Member Weekday Rate - Founder Discount,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2121 OakMetroChamberofCommerce,2014-09-16,A/V sound Technician,40,4,160,,Full Time Member Weekday Rate - Founder Discount,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2121 OakMetroChamberofCommerce,0001-255-255,DESCRIPTION,AMOUNT,HOURS,SUBTOTAL,,Full Time Member Weekday Rate - Founder Discount,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2122 EBayRentalHousing_Member,2014-12-03,Set Up & Break Down,50,2,100,,Part Time Member Weekday Rate,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2122 EBayRentalHousing_Member,2014-12-03,On Broadway,225,3,675,,Part Time Member Weekday Rate,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2122 EBayRentalHousing_Member,2014-12-03,Standard Janitorial Fee,250,Flat Fee,250,,Part Time Member Weekday Rate,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2122 EastBayRentalHousingAssoc,2014-12-03,Set Up & Break Down,50,2,100,,Non Member Weekday Rate,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2122 EastBayRentalHousingAssoc,2014-12-03,On Broadway,295,3,885,,Non Member Weekday Rate,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2122 EastBayRentalHousingAssoc,2014-12-03,Standard Janitorial Fee,250,Flat Fee,250,,Non Member Weekday Rate,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2123 Peers_Cancellation Fee,2014-10-11,Cancellation Fee,50,flat fee,50,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2123 Peers,2014-10-11,Standard Janitorial Fee,250,Flat Fee,250,,Full Time Member Weekend Rate,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2123 Peers,2014-10-11,On Broadway,210,2,420,,Full Time Member Weekend Rate,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2123 Peers,2014-10-11,Set Up & Break Down,75,2,150,,Full Time Member Weekend Rate,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2124 The Loop,2014-11-01,On Broadway,255,3,765,0.1,Part Time Member Weekend Rate - multi room discount,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2124 The Loop,2014-11-01,Large Party Janitorial Fee,500,flat fee,500,,Part Time Member Weekend Rate - multi room discount,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2124 The Loop,2014-11-01,The Courtyard,80,3,240,0.1,Part Time Member Weekend Rate - multi room discount,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2124 The Loop,2014-11-01,Jingletown Lounge,145,3,435,0.1,Part Time Member Weekend Rate - multi room discount,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2124 The Loop,2014-11-01,OMI Gallery,115,3,345,0.1,Part Time Member Weekend Rate - multi room discount,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2124 The Loop,2014-11-01,Set Up & Break Down,75,4,300,,Part Time Member Weekend Rate - multi room discount,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2124 The Loop,2014-11-01,Atrium,180,3,540,0.1,Part Time Member Weekend Rate - multi room discount,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2125 OpenOak_LeaderRetreat,2014-09-07,Set Up & Break Down,75,2,150,,Full Time Member Weekend Rate,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2125 OpenOak_LeaderRetreat,2014-09-07,Downtown,55,5,275,,Full Time Member Weekend Rate,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2126 Amigos_Ambassador,2014-09-20,Downtown,25,6,150,,Full Time Member Weekend Rate,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2127 Planetary Advocates,2014-09-05,Security,316.25,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2127 Planetary Advocates,2014-09-05,Furniture Rental,300,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2127 Planetary Advocates,2014-09-05,A/V Equipment,50,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2128 AlamedaCountyOfficeofEdu,0001-255-255,Meridian Room,75,16,1200,,Full Time Member Weekend Rate,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2128 AlamedaCountyOfficeofEdu,0001-255-255,Set Up & Break Down,50,2,100,,Full Time Member Weekend Rate,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2129 Women 2.0_2nd,2014-09-04,Standard Janitorial Fee,300,Flat Fee,300,,Non Member Weekday Rate - Partner Discount,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2129 Women 2.0_2nd,2014-09-04,On Broadway,295,2,590,1,Non Member Weekday Rate - Partner Discount,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2129 Women 2.0_2nd,2014-09-04,Set Up & Break Down,50,1.5,75,1,Non Member Weekday Rate - Partner Discount,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2130 ULI,2014-10-03,Atrium,110,1.5,165,,Full Time Weekday Rate,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2130 ULI,2014-10-03,Standard Janitorial Fee,100,Flat Fee,100,,Full Time Weekday Rate,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2130 ULI,2014-10-03,Coffee Service ($10/thermos),Included,,Waved,,Full Time Weekday Rate,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2130 ULI,2014-10-03,Set Up & Break Down,50,2,100,,Full Time Weekday Rate,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2130 ULI,2014-10-03,Early Set Up Fee,75,Flat Fee,75,,Full Time Weekday Rate,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2131 Black Elected Officials,2014-09-24,On Broadway,100,2.5,250,,Non Member Weekday Rate - Founder Discount,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2131 Black Elected Officials,2014-09-24,Standard Janitorial Fee,50,Flat Fee,50,,Non Member Weekday Rate - Founder Discount,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2132 NAACP Cancel Fee,,On Broadway Room Rental,50,Flat Fee,50,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2133 Unwork Cancel Fee,,On Broadway Room Rental,50,Flat Fee,50,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2134 HERA,2014-11-05,Standard Janitorial Fee,250,Flat Fee,250,,Non Member Weekday Rate,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2134 HERA,2014-11-05,East Oakland,35,4,140,,Non Member Weekday Rate,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2134 HERA,2014-11-05,On Broadway,295,3,885,,Non Member Weekday Rate,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2134 HERA,2014-11-05,Early Set Up Fee,75,Flat Fee,75,,Non Member Weekday Rate,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2134 HERA,2014-11-05,Set Up & Break Down,50,3,150,,Non Member Weekday Rate,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2135 BeyondCultureofSeparation,2014-11-05,Standard Janitorial Fee,250,Flat Fee,250,,Full Time Member Weekday Rate,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2135 BeyondCultureofSeparation,2014-11-05,On Broadway,295,3,885,,Full Time Member Weekday Rate,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2135 BeyondCultureofSeparation,2014-11-05,Early Set Up Fee,75,Flat Fee,75,,Full Time Member Weekday Rate,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2135 BeyondCultureofSeparation,2014-11-05,Set Up & Break Down,50,3,150,,Full Time Member Weekday Rate,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2136 OCCUR_withAV,2014-10-22,Large Party Janitorial Fee,400,Flat Fee,400,,Non Member Weekday Rate,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2136 OCCUR_withAV,2014-10-22,Set Up & Break Down,50,2,100,,Non Member Weekday Rate,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2136 OCCUR_withAV,2014-10-22,A/V Technician,40,4,160,,Non Member Weekday Rate,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2136 OCCUR,2014-10-22,Large Party Janitorial Fee,400,Flat Fee,400,,Non Member Weekday Rate,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2136 OCCUR,2014-10-22,Set Up & Break Down,50,2.5,125,,Non Member Weekday Rate,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2136 OCCUR,2014-10-22,On Broadway,295,2.5,737.5,,Non Member Weekday Rate,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2136 OCCUR_withAV,2014-10-22,On Broadway,295,2.5,737.5,,Non Member Weekday Rate,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2137 Bay Bucks,2014-10-25,Set Up & Break Down,75,1.5,112.5,,Full Time Member Rate,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2137 Bay Bucks,2014-10-25,Downtown Room,comped,,,,Full Time Member Rate,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2137 Bay Bucks,2014-10-25,A/V Technician,40,1.5,60,,Full Time Member Rate,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2137 Bay Bucks,2014-10-25,Atrium,140,,,,Full Time Member Rate,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2137 Bay Bucks,2014-10-25,Space Rentals,350,16,5600,0.55,Full Time Member Rate,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2137 Bay Bucks_Final,2014-10-24,On Broadway,180,,,,Full Time Member Rate,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2137 Bay Bucks_Final,2014-10-24,Sat & Sun Cancellation Fee,50,Flat Fee,50,,Full Time Member Rate,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2137 Bay Bucks_Final,2014-10-24,Set Up & Break Down,50,2.5,125,,Full Time Member Rate,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2137 Bay Bucks_Final,2014-10-24,Downtown Room,comped,,,,Full Time Member Rate,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2137 Bay Bucks_Final,2014-10-24,A/V Technician,40,3,120,,Full Time Member Rate,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2137 Bay Bucks_Final,2014-10-24,Atrium,110,,,,Full Time Member Rate,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2137 Bay Bucks_Final,2014-10-24,Space Rentals,290,4.5,1305,0.3,Full Time Member Rate,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2137 Bay Bucks,2014-10-25, Janitorial Fee,250,Flat Fee,250,,Full Time Member Rate,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2137 Bay Bucks_Final,2014-10-24,Janitorial Fee,150,Flat Fee,150,,Full Time Member Rate,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2137 Bay Bucks,2014-10-25,Weekend staffing fee,40,16,640,,Full Time Member Rate,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2137 Bay Bucks,2014-10-24,Downtown Room,comped,,,,Full Time Member Rate,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2137 Bay Bucks,2014-10-24,Space Rentals,290,6,1740,0.55,Full Time Member Rate,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2137 Bay Bucks,2014-10-26,On Broadway,210,,,,Full Time Member Rate,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2137 Bay Bucks,2014-10-26,Weekend staffing fee,40,11,440,,Full Time Member Rate,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2137 Bay Bucks,2014-10-25,On Broadway,210,,,,Full Time Member Rate,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2137 Bay Bucks,2014-10-26,Set Up & Break Down,75,4,300,,Full Time Member Rate,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2137 Bay Bucks,2014-10-26,Downtown Room,comped,,,,Full Time Member Rate,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2137 Bay Bucks,2014-10-26,A/V Technician,40,3,120,,Full Time Member Rate,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2137 Bay Bucks,2014-10-26, Janitorial Fee,250,Flat Fee,250,,Full Time Member Rate,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2137 Bay Bucks,2014-10-26,Space Rentals,350,11,3850,0.55,Full Time Member Rate,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2137 Bay Bucks,2014-10-24,On Broadway,180,,,,Full Time Member Rate,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2137 Bay Bucks,2014-10-24,Janitorial Fee,150,Flat Fee,150,,Full Time Member Rate,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2137 Bay Bucks,2014-10-24,Set Up & Break Down,50,2,100,,Full Time Member Rate,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2137 Bay Bucks,2014-10-24,A/V Technician,40,3,120,,Full Time Member Rate,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2137 Bay Bucks,2014-10-24,Atrium,110,,,,Full Time Member Rate,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2137 Bay Bucks,2014-10-26,Atrium,140,,,,Full Time Member Rate,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2138 Linda Curtis,2014-09-24,OMI Gallery,115,1.5,172.5,,Non Member Weekday Rate,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2138 Linda Curtis,2014-09-24,Set Up & Break Down,30,1,30,,Non Member Weekday Rate,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2138 Linda Curtis_Rev1,2014-09-24,OMI Gallery,115,1.5,172.5,,Non Member Weekday Rate,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2138 Linda Curtis_Rev1,2014-09-24,Set Up & Break Down,30,1,30,,Non Member Weekday Rate,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2139 Feng Shui School_Oct,2014-10-31,Meridian Room,45,4,180,0.2,Full Time Member Weekday Rate -- Multi-Day Discount,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2139 Feng Shui School_Oct,0001-255-255,Meridian Room,45,14,630,0.2,Full Time Member Weekday Rate -- Multi-Day Discount,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2140 Feng Shui School_Nov,0001-255-255,Meridian Room,45,14,630,0.2,Full Time Member Weekday Rate -- Multi-Day Discount,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2141 Feng Shui School_Dec,0001-255-255,Meridian Room,45,14,630,0.2,Full Time Member Weekday Rate -- Multi-Day Discount,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2142 Feng Shui School_Jan,0001-255-255,Meridian Room,46,14,644,0.2,Full Time Member Weekday Rate -- Multi-Day Discount,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2143 Feng Shui School_Feb,2014-02-01,Meridian Room,45,7,315,0.2,Full Time Member Weekday Rate -- Multi-Day Discount,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2143 Feng Shui School_Feb,0001-255-255,Meridian Room,46,21,966,0.2,Full Time Member Weekday Rate -- Multi-Day Discount,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2144 Feng Shui School_March,0001-255-255,Meridian Room,45,14,630,0.2,Full Time Member Weekday Rate -- Multi-Day Discount,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2145 Beyond the Culture_Sept,2014-09-29,Meridian Room,45,2.5,112.5,,Full Time Member Weekday Rate,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2146 Beyond the Culture_Oct,2014-10-27,Meridian Room,45,2.5,112.5,,Full Time Member Weekday Rate,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2146 Beyond the Culture_Oct,2014-10-13,Meridian Room,45,2.5,112.5,,Full Time Member Weekday Rate,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2146 Beyond the Culture_Oct,2014-10-20,Meridian Room,45,2.5,112.5,,Full Time Member Weekday Rate,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2146 Beyond the Culture_Oct,2014-10-06,Meridian Room,45,2.5,112.5,,Full Time Member Weekday Rate,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2147 Beyond the Culture_Nov,2014-11-03,Meridian Room,45,2.5,112.5,,Full Time Member Weekday Rate,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2147 Beyond the Culture_Nov,2014-11-17,Meridian Room,45,2.5,112.5,,Full Time Member Weekday Rate,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2147 Beyond the Culture_Nov,2014-11-10,Meridian Room,45,2.5,112.5,,Full Time Member Weekday Rate,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2147 OakChamberofComme_fine,2014-09-16,Fine,20,Flat Fee,20,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2147 OakChamberofComme_fine,2014-09-16,Compostable Products,33,Flat Fee,33,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2147 OakChamberofComme_fine,0001-255-255,DESCRIPTION,AMOUNT,HOURS,SUBTOTAL,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2148 Brown Sugar Kitchen_damage,2014-09-08,Damage to Hylo Board,100,Flat Fee,100,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2149 Bike East Bay,2014-11-13,Set Up & Break Down,50,2,100,,Non-Member Weekday Rate,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2149 Bike East Bay,2014-11-13,On Broadway,295,3.5,1032.5,0.3,Non-Member Weekday Rate,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2149 Bike East Bay,2014-11-13,Atrium,195,3.5,682.5,0.3,Non-Member Weekday Rate,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2149 Bike East Bay,2014-11-13,Large Party Cleaning Fee,400,Flat Fee,400,,Non-Member Weekday Rate,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2150 Holmes Hummel,2014-10-09,Standard Cleaning Fee,250,Flat Fee,250,,None Member Weekday Rate,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2150 Holmes Hummel,2014-10-09,On Broadway,295,1.5,442.5,,None Member Weekday Rate,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2150 Holmes Hummel,2014-10-09,Set Up & Break Down,50,2,100,,None Member Weekday Rate,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2151 B Labs,2014-10-03,Standard Janitorial Fee,250,Flat Fee,,Comp,Non-member weekday; Discount Rate for IHO WITH event,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2151 B Labs,2014-10-03,On Broadway,295,2,590,0.32,Non-member weekday; Discount Rate for IHO WITH event,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2151 B Labs,2014-10-03,Set Up & Break Down,50,2,100,,Non-member weekday; Discount Rate for IHO WITH event,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2151 B Labs,2014-10-03,A/V Technician,40,2,80,,Non-member weekday; Discount Rate for IHO WITH event,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2152 Bootcamp_BusinessInn_pt2,2014-09-24,On Broadway,140,2,280,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2152 Bootcamp_BusinessInn_pt2,2014-09-24,Set up / Break Down,50,1,50,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2153 Bootcamp_BusinessInn_pt3,2014-11-19,On Broadway,140,2,280,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2153 Bootcamp_BusinessInn_pt3,2014-11-19,Set up / Break Down,50,1,50,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2154 Honeyman,2014-11-10,Set Up & Break Down,50,2,100,,Non Member Weekday Rate - Partner discount,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2154 Honeyman,2014-11-10,On Broadway,295,2,590,0.25,Non Member Weekday Rate - Partner discount,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2154 Honeyman,2014-11-10,Standard Janitorial Fee,300,Flat Fee,300,,Non Member Weekday Rate - Partner discount,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2155 Bay Localize,2014-11-14,Standard Janitorial Fee,300,Flat Fee,300,,Non Member Weekend Rate,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2155 Bay Localize,2014-11-14,On Broadway,315,4,1260,,Non Member Weekend Rate,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2155 Bay Localize,2014-11-14,Set Up & Break Down,50,2,100,,Non Member Weekend Rate,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2155 Bay Localize,2014-11-14,A/V Technician,40,2,80,,Non Member Weekend Rate,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2156 HERA_ScotchTasting,2014-10-16,OMI Gallery,115,1,115,,Non Member Weekday Rate,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2156 HERA_ScotchTasting,2014-10-16,Set Up & Break Down,50,1.5,75,,Non Member Weekday Rate,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2156 HERA_ScotchTasting,2014-10-16,Small Event Janitorial Fee,75,Flat Fee,75,,Non Member Weekday Rate,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2157 Thomas Huebl_BAI,2014-12-11,Standard Janitorial Fee,250,Flat Fee,250,WAVED,Non Member Weekday Rate - partner event discount,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2157 Thomas Huebl_BAI,2014-12-11,On Broadway,295,3,885,0.5,Non Member Weekday Rate - partner event discount,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2157 Thomas Huebl_BAI,2014-12-11,Set Up & Break Down,50,2,100,,Non Member Weekday Rate - partner event discount,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2157 Thomas Huebl_BAI,2014-12-11,A/V Technician,40,3,120,,Non Member Weekday Rate - partner event discount,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
